sample_id,source_name,source_type,page_type,page_width_mm,page_height_mm,spread_used,image_count,text_length_level,text_length_chars,has_title,has_subtitle,style_category,layout_family,pattern_id,image_arrangement,text_position,image_text_relation,hero_image_exists,hero_image_index,image_orientations,image_ratio_summary,reading_priority,visual_priority,white_space_level,alignment_type,grid_type,composition_axis,symmetry_level,rhythm_type,caption_used,overlay_text,body_column_count,body_position,title_position,main_image_position,secondary_image_position,overflow_strategy,why_this_layout_works,design_notes,quality_score
spread_059,Synthetic Exhibition Catalog 059,editorial,spread,148,210,true,6,medium,1980,true,true,Editorial,balanced,gallery_with_text_block,adaptive_gallery,below_gallery,text_contextualizes_gallery,false,,portrait;portrait;landscape;square;landscape;square,mixed,medium,medium,high,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,1,beside_gallery,top_left,gallery_area,gallery,next_page,gallery_with_text_block suits 6 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_060,Synthetic Editorial Reference 060,editorial,spread,148,210,true,6,long,5053,false,false,Editorial,text-first,one_page_gallery_one_page_text,gallery_on_one_page_text_on_other,left_page_text,images_support_long_text,true,1,portrait;portrait;landscape;square;landscape;square,mixed,high,medium,medium,grid_aligned,spread_split,horizontal,semi_symmetric,stable,false,false,1,right_page,none,right_page_gallery,grid,next_page,one_page_gallery_one_page_text suits 6 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_061,Synthetic Gallery Spread 061,report,spread,148,210,true,1,short,219,false,false,Exhibition Catalog,image-first,single_full_page,opposite_title_full_image,left_page_title,image_leads_section,true,1,landscape,wide,low,high,high,left_aligned,single_axis,vertical,asymmetric,stable,false,false,0,none,none,full_page,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_062,Synthetic Gallery Spread 062,trend_report,spread,148,210,true,1,medium,3078,false,false,Magazine,balanced,single_page_with_text_below,image_above_text,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,left_aligned,single_column,vertical,asymmetric,stable,false,false,1,bottom_full,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_063,Synthetic Research Booklet 063,editorial,spread,148,210,true,1,medium,2316,true,true,Exhibition Catalog,balanced,single_left_image_right_text,image_page_text_page,right_page_text,text_interprets_image,true,1,landscape,wide,medium,high,high,grid_aligned,two_column,horizontal,semi_symmetric,quiet,false,false,1,right_page,none,left_page_full,none,next_page,single_left_image_right_text suits 1 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_064,Synthetic Gallery Spread 064,archive,spread,148,210,true,1,medium,1811,true,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_of_image,image_supports_text,false,,square,square,high,medium,medium,left_aligned,spread_split,horizontal,asymmetric,stable,false,false,1,left_page,none,right_page_full,none,next_page,single_left_text_right_image suits 1 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_065,Synthetic Magazine Spread 065,brand_case,spread,148,210,true,2,short,923,false,false,Magazine,image-first,two_equal_images,paired_images,small_text_center,images_compare_each_other,true,1,portrait;portrait,tall,low,high,medium,grid_aligned,two_column,horizontal,symmetric,stable,false,false,1,bottom_center,none,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_066,Synthetic Trend Report 066,magazine,spread,148,210,true,2,short,1123,true,true,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,bottom_area,text_explains_image_hierarchy,true,1,square;landscape,mixed,medium,high,medium,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,lower_left,none,top_large,right_small,next_page,hero_image_plus_secondary suits 2 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_067,Synthetic Exhibition Catalog 067,magazine,spread,148,210,true,3,medium,2967,true,false,Editorial,balanced,grid_2x2_with_text,two_by_two_grid,right_page_text,images_as_grouped_evidence,false,,landscape;portrait;square,mixed,medium,medium,medium,grid_aligned,2x2_grid,horizontal,semi_symmetric,modular,false,false,1,right_page,none,grid_area,grid,next_page,grid_2x2_with_text suits 3 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_068,Synthetic Visual Essay 068,report,spread,148,210,true,4,medium,2520,true,false,Exhibition Catalog,image-first,hero_plus_grid,large_image_with_small_grid,opposite_page_text,support_images_extend_story,true,1,landscape;portrait;portrait;square,mixed,low,high,medium,grid_aligned,hero_grid,vertical,asymmetric,dynamic,false,false,1,lower_right,top_left,left_large,right_grid,next_page,hero_plus_grid suits 4 image(s) with medium text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",1
spread_069,Synthetic Archive Layout 069,exhibition_catalog,spread,148,210,true,4,medium,2837,true,false,Magazine,balanced,gallery_with_text_block,gallery_plus_text_block,right_page_text,text_contextualizes_gallery,true,1,landscape;portrait;portrait;square,mixed,medium,medium,medium,grid_aligned,modular_grid,horizontal,asymmetric,stable,false,false,1,right_page,none,gallery_area,gallery,next_page,gallery_with_text_block suits 4 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_070,Synthetic Trend Report 070,brand_case,spread,148,210,true,6,long,6686,true,false,Exhibition Catalog,text-first,one_page_gallery_one_page_text,image_page_text_page,right_page_text,images_support_long_text,true,1,portrait;portrait;landscape;square;landscape;square,mixed,high,medium,medium,left_aligned,adaptive_grid,horizontal,semi_symmetric,stable,false,false,1,right_page,top_left,right_page_gallery,grid,next_page,one_page_gallery_one_page_text suits 6 image(s) with long text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_071,Synthetic Editorial Reference 071,editorial,spread,148,210,true,1,short,940,true,false,Magazine,image-first,single_full_page,full_page_image,minimal_text_left,image_establishes_theme,true,1,portrait,tall,low,high,high,left_aligned,single_axis,vertical,asymmetric,quiet,false,false,0,none,left_page_center,full_page,none,next_page,single_full_page suits 1 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_072,Synthetic Archive Layout 072,archive,spread,148,210,true,1,short,418,false,false,Magazine,balanced,single_page_with_text_below,large_image_top_body_bottom,below_image,text_explains_image,true,1,portrait,tall,medium,medium,medium,grid_aligned,single_column,vertical,semi_symmetric,stable,false,false,1,bottom_full,none,top_area,none,next_page,single_page_with_text_below suits 1 image(s) with short text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_073,Synthetic Archive Layout 073,magazine,spread,148,210,true,1,long,6920,true,false,Exhibition Catalog,balanced,single_left_image_right_text,left_image_right_text,right_of_image,text_contextualizes_image,true,1,portrait,tall,medium,high,medium,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,right_page,top_right,left_page_full,none,next_page,single_left_image_right_text suits 1 image(s) with long text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_074,Synthetic Visual Essay 074,archive,spread,148,210,true,1,medium,1670,false,false,Editorial,text-first,single_left_text_right_image,left_text_right_image,left_of_image,image_supports_text,false,,portrait,tall,high,medium,high,left_aligned,two_column,horizontal,asymmetric,stable,false,false,1,left_page,none,right_page_center,none,next_page,single_left_text_right_image suits 1 image(s) with medium text because it keeps reading flow while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
spread_075,Synthetic Archive Layout 075,magazine,spread,148,210,true,2,short,1021,true,false,Exhibition Catalog,image-first,two_equal_images,paired_images,minimal_text_below,visual_pair,false,,landscape;portrait,mixed,low,high,high,grid_aligned,spread_split,horizontal,semi_symmetric,stable,false,false,0,bottom_center,none,left_and_right_pages,equal_pair,next_page,two_equal_images suits 2 image(s) with short text because it keeps visual impact while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",4
spread_076,Synthetic Campaign Report 076,exhibition_catalog,spread,148,210,true,2,medium,2069,false,false,Editorial,balanced,hero_image_plus_secondary,hero_plus_secondary,right_lower,text_explains_image_hierarchy,true,1,landscape;portrait,mixed,medium,high,medium,left_aligned,modular_grid,horizontal,asymmetric,stable,false,false,1,lower_left,none,top_large,lower_right,next_page,hero_image_plus_secondary suits 2 image(s) with medium text because it keeps image-text balance while maintaining separated image and text areas.,"Synthetic augmented reference for LLM layout planning; use as structured design example, not as real publication evidence.",2
